,Hogwarts House,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
32,Ravenclaw,1,0.407500456047074,-0.6679382489041811,0.6281931631491556,0.6679382489041811,0.8103080268104849,2.288585364986386,1.446378641749785,0.617002745243475,1.0283765695647729,1.1567437901664113,-1.1651109938375388,1.5557738104788241,-0.5950488342262683
33,Hufflepuff,1,0.3008037917387271,0.7046766257113154,0.7118479545458097,-0.7046766257113156,0.010987486522061173,-0.2890660151622224,-1.5971895590216565,0.3647056857971024,0.5057049430450471,-1.4027092832900334,0.5332685930712595,-0.3160124291800089,-0.7362180596044998
35,Ravenclaw,1,-0.29955953767754334,-0.6247816134521923,1.1503886802622505,0.6247816134521923,0.9153921635739052,0.9786225984176761,0.8562538406418644,-0.11710692059277789,0.38589229188694885,-0.4112717804010096,0.07337366393503443,1.378727369869296,0.28418992818380484
36,Hufflepuff,1,-0.37368438078289323,1.0034384369446037,1.0624294721228087,-1.0034384369446037,0.468784582329369,-0.3320698814573311,-1.0983865315686023,-0.04798210945221803,0.19477880942825762,-1.4133844839169032,1.7545135153530136,-0.11693856325340012,0.07980144100575644
37,Hufflepuff,1,0.6271207504819878,0.6486212213018259,1.053283143430283,-0.6486212213018259,0.8278220496043884,-1.0151180465652014,-0.3738840313158505,0.4193782961891544,0.5423100348530698,-0.06475935568032565,1.1928979310649315,0.22374993060258605,-0.07763293425301057
38,Slytherin,1,-0.5195989548117604,-1.2781130887056948,-1.9293043907082097,1.2781130887056946,-2.465057485966029,-0.09220578187919914,-1.121830510924177,0.8646834232954318,0.5978360350093362,1.852134307190929,0.017006430199590385,-0.9154216393589812,-1.5189911846727813
40,Gryffindor,0,0.1724923710805973,0.8592198939151156,-1.1569100767674743,-0.8592198939151156,0.5371379212889089,-0.3935763391970504,1.0041218950817088,-1.8379478265531743,-1.9511320740495393,-1.3469687260768926,-1.3906920700109566,-1.0434202855902697,1.6976212231483168
41,Hufflepuff,1,-1.2070799310117821,0.8444992438497984,0.8205507698345416,-0.8444992438497984,0.8270922986546423,-0.4442197906684718,-0.13297083244313868,0.3674127098488871,-0.0008607108095894638,0.36316627531274354,-1.8777116041426498,0.2993732908968658,0.4866347810993994
42,Ravenclaw,0,-0.4483480959302044,-1.2253763617952262,1.0365662240794757,1.2253763617952262,0.0007709732256175803,1.2607764664635994,0.7212722794920062,0.8055765416896015,0.28814363602249743,0.5180708508630311,-0.663852782199384,1.4851297426812085,-0.21020925026039333
44,Hufflepuff,0,0.12471238336002448,0.7555692757388881,0.762533786689914,-0.7555692757388881,0.3230776426967561,-0.7799904147346213,-1.0424129723208428,0.11059429032007893,0.6741062729840169,-0.6277289176084584,-0.08196756269432075,-0.1910011309259279,-0.24918423204960075
45,Ravenclaw,1,1.4329140772281899,-0.8858935381534428,1.1612086861149018,0.8858935381534428,0.9005538942624037,1.4680966806214666,1.6028298767294882,1.108703862688148,0.644930396672288,1.1562678361720289,-1.6398919681590145,1.7524746345621534,-0.5323410551270972
46,Ravenclaw,0,0.5783228933488213,-0.839220451171681,0.6093364168163229,0.8392204511716811,0.33426715725952777,1.4352096940867956,0.6797481215080315,0.754268543481216,0.3418896406140551,0.18116919724599706,1.2450633244110179,1.162769186091318,-0.6323870713734092
47,Hufflepuff,1,0.16387041840921576,0.8632340401483333,0.6645297133393568,-0.8632340401483332,0.46829808169620485,-0.587425181532054,-1.3261917002030819,0.4547596174541387,0.6272879876772345,-0.8288243693182458,1.154744590788517,-0.19655605102215548,-0.634944484876638
48,Slytherin,0,1.1446175347788687,-0.8335244027430503,-1.109309867549035,0.8335244027430503,-2.4711387438805787,-0.4046728942736227,-0.867191603238266,-0.2822646980275135,0.6529270794547658,0.5402277219781124,-0.3497800226007124,-1.2125228378049648,-0.7918673774347592
49,Gryffindor,0,0.22176922558439613,1.143285969149083,-0.9421619292002146,-1.1432859691490829,0.5651117076958377,-0.4287500774981567,0.8978146726967483,-1.9426067589235914,-1.759386068135927,-1.3977492771072384,-1.9926414521894442,-1.1243187154086598,1.7678989462170451
50,Gryffindor,1,-0.39619725720261173,0.7182157968130513,-1.3757726160106833,-0.7182157968130513,0.2072904920037282,-0.5521136476777347,0.8463536087358731,-1.702397945197889,-1.6220521342453382,-0.62822705305297,-0.645526210141169,-1.108353581550275,1.579571015839274
51,Slytherin,1,-0.0941894150189408,-1.0645489470341143,-1.2453387210386413,1.064548947034114,-2.7160918126786444,-0.49025364309951847,-1.1522886445920562,-0.17201055804359222,1.1425383480154248,1.2434366592899255,-1.1790401985152335,-1.103038695887858,-0.887105456295001
52,Slytherin,1,-0.50654627646203,-1.3543646205020534,-0.49381033044138606,1.3543646205020534,-1.9136090182746546,-0.9994793687179303,-1.2548438633873642,-0.04573592897129925,0.834678331331187,0.2883448904255969,1.328835687333191,-0.43979397756228567,-0.648243035093428
54,Gryffindor,0,-0.3108159758874026,0.7602578023689299,-1.0241692438531946,-0.7602578023689298,0.6208160301931136,-1.0355240057223174,0.6846568567491425,-2.1265528977885855,-1.7865029549649143,-1.6605532683454742,0.49085567695875304,-1.0407855948380962,1.8870744154675088
55,Slytherin,0,1.1306667363592027,-0.5510306931218193,-1.848760575774846,0.551030693121819,-1.5248950123766325,-0.2878474440346755,-0.319451482785577,0.9212064724503473,0.03502987594762712,1.8174675630213761,-0.5571959334362678,-1.0050204642000933,-1.2676485855754516
57,Slytherin,1,0.30547401610239217,-0.8584733588794535,-1.0221070595224722,0.8584733588794536,-1.92771753663641,-0.5291211227861782,-0.8243677356498305,0.03604108775629867,0.5774687054261234,0.7903621983185103,-0.3783478204367996,-0.8397903158370434,-0.7489028305805148
58,Hufflepuff,1,-1.8304351342184035,1.2159946572033944,0.6816488861395396,-1.2159946572033946,-0.05420359832191247,-0.2861754439311916,-1.0795259920306106,0.5173680977604935,0.19049907155635698,0.3426758770015363,-1.303787349736285,-0.28440979140133404,0.18618984274007594
59,Gryffindor,1,-0.24501371209678915,1.02273701540534,-1.1491431547409663,-1.0227370154053408,0.577760724158101,-0.13203391186495989,0.9002774420266065,-1.3931762216259762,-1.2676456371763585,-0.3676377806295155,0.6851033965032972,-0.905896481471262,1.3014267232281058
60,Slytherin,1,0.13471145347197394,-0.974929642161842,-1.354883132537743,0.974929642161842,-2.4526517198203472,-0.22944805699749174,-0.9440344263719915,0.1185781783753341,0.6279172627459829,1.110970320092244,-1.0729258401599018,-1.038382975292069,-0.9401973606220316
61,Ravenclaw,0,-0.3108159758874026,-0.765869223169222,0.8255943127718418,0.765869223169222,0.7470629444991671,2.0220779819792467,1.4829573966744787,0.31385480729423043,1.074161866541387,1.2218426561657851,1.6493119414067297,1.650680695358644,-0.1609023179181414
62,Hufflepuff,0,0.7562105418673951,0.7404971212670259,0.6837841434613117,-0.7404971212670256,0.576544472575191,-0.45434826037483395,-1.5237045009367969,0.680181700306166,0.6085371771708651,-1.329127573649113,0.5831924201218471,-0.1310801179771872,-1.0508822170417755
63,Hufflepuff,1,1.2608941464998618,0.2786959344385977,0.6744471554971919,-0.2786959344385977,0.5840852323892329,-1.2108447812785947,-1.2453733622231613,-0.03214310020338417,1.2459899647723756,-1.190525942944508,-0.5111092131467395,-0.08366592287360944,-0.823067822174151
65,Hufflepuff,0,1.4309980877456607,0.6336719123571364,0.6409643642311174,-0.6336719123571364,0.8827966211519183,-0.9960991855262485,-1.0419661542877094,0.7680601164439137,0.9358948807526926,-0.49651901500091306,0.9270407098698025,-0.0006060455469613204,-1.0599866091132704
66,Hufflepuff,1,0.8841028398262216,0.689321380159692,0.6047014120302171,-0.6893213801596919,0.6322487950724671,-1.3916559212779984,-0.2890024723789593,0.5177105036647045,1.0373422211503862,1.0325192188611716,0.26568650658275444,-0.03329168228767094,-0.30278761907727714
67,Ravenclaw,1,-1.137146314899465,-1.2566317770779398,1.1182632434148054,1.2566317770779394,0.16034318090340396,0.6877318980552048,0.4150300814963362,0.804666032817994,0.2012536995563672,0.35084629049726107,0.48863039361282534,1.5264270413364038,-0.05338865424240122
68,Gryffindor,0,-0.6124046953717703,0.959078893652313,-1.2190249407204627,-0.9590788936523132,0.49189336240465853,-0.5264106526321892,0.8213758868595201,-1.9291712032335198,-2.221503462074277,-1.4789153650717817,1.2728251547824623,-1.1357721119945354,1.9510097530482298
69,Hufflepuff,1,0.5511996672367667,0.983803573347035,1.1506156422596003,-0.9838035733470354,0.13358564607938483,-0.33389944317583303,-1.213633961387121,1.3450880744889455,0.1692442872735855,-0.3222928278622465,1.4369787097779507,-0.07007496846245638,-0.7195437235634478
71,Slytherin,1,0.4107336882988421,-0.9792312591599374,-0.6982768308169794,0.9792312591599374,-1.6387361605370043,-0.566600044271204,-0.4498572232202779,0.012088503448093382,0.08297679228393773,0.4489218201218512,-0.2598469936264696,-0.5568522865899201,-0.378077872612334
73,Hufflepuff,0,-0.19238387599856419,0.9286006300479301,1.0266471932033616,-0.92860063004793,-0.016013298618539812,-0.7290501966009499,-0.8781469389391704,-0.3279779131114547,0.5028127182787244,-0.680503817149085,0.5344355423333176,-0.32715070947126274,0.3529332031505959
74,Ravenclaw,0,0.32295742013047146,-0.4807480651940829,0.5377158832662597,0.4807480651940829,1.095640648161161,2.122917771157239,1.1979543355820754,0.6289345762533013,1.1869251894042057,1.0024188832202443,0.07938473790977554,1.4954660121864936,-0.7632243461985964
75,Hufflepuff,0,0.3312799994452078,0.7570214702628243,1.0178883075349396,-0.757021470262824,0.3843767224754179,-0.35067491834745657,-0.7985293552958806,0.7004159152265862,0.1431617554550633,-0.560719565327832,-1.1199056600138706,0.058942970909569806,-0.3006393917345649
76,Ravenclaw,0,1.1968282481777905,-1.1592509688722423,1.2334773667264267,1.1592509688722423,0.4999206228518639,1.7754189642942713,1.3157030001085077,0.3445146872216291,0.6720487986254001,0.009364304208660091,0.20495668328052763,1.6501994888870706,-0.33050998145227767
77,Ravenclaw,1,-0.18579766215236992,-0.6617550741595218,0.8337746669448532,0.6617550741595216,0.8377953125842498,1.3510508951736255,1.3962604838611385,0.4081582941906891,0.4167074200806201,0.8935414845479961,0.21524933392490853,1.4786033088102108,0.098828597469779
78,Hufflepuff,0,1.2822095294929996,0.5821300162114467,0.2055082038867111,-0.5821300162114468,0.34010516485749553,-0.7139823315510726,-0.7402808920114011,0.4216135415465036,0.7909233365108563,-0.07631660185362953,-0.33409681721680357,-0.30114394553108054,-0.7940156047774715
79,Hufflepuff,1,1.1319839791284416,0.714477635859434,0.2315216531923495,-0.7144776358594347,0.5483274358516802,-0.6152891858693793,-0.347120487183544,0.4657117376168673,0.561153607313183,0.266882302223041,1.1986482341817224,-0.1965947295565132,-0.5265101523397355
80,Hufflepuff,0,-0.2020236980825394,0.8212239332121686,0.3128941193947778,-0.8212239332121685,0.35688943670165296,-0.3746341863427435,-0.8481776839881446,0.7129294602108003,0.39335026263269524,0.16791823467436248,0.7108021865154457,-0.1700783190459653,-0.508199071656617
83,Gryffindor,1,0.4000161221309442,0.5558845564625589,-1.169191730822411,-0.5558845564625589,0.5322729149572688,-0.5857352917783193,1.2924716156861968,-1.621616096163887,-1.3378739109597477,-0.3328379623435516,1.3462476353834723,-0.8098531302436793,1.4842306404389027
84,Hufflepuff,1,0.5446134533905725,0.8267894046943327,0.6663416157105856,-0.8267894046943327,0.7859829951522858,-1.0720816847816643,-1.0871128749567036,0.42867013326887093,0.9779329959473063,-0.35493563979139264,-1.1813444555264205,-0.10079710078250478,-0.6433328011672286
86,Hufflepuff,1,-1.715176391910004,1.1798449068527543,0.7430607254282043,-1.1798449068527543,0.39167423197287765,-0.10768524614104526,-0.5533775821574458,0.20577048842083465,-0.18207466661023472,-0.01825037844498811,0.12635943769586216,-0.06894874055025885,0.5688811993632387
87,Hufflepuff,0,-1.0156007321015166,1.43316076886275,0.8470845378949865,-1.4331607688627501,0.42889153040992245,-0.6401661456955138,-0.6363166916461486,0.9272102286669924,0.258799533013708,1.0552253684890283,0.31867859623599665,-0.13435186694232007,0.1286991871874917
88,Hufflepuff,0,-0.14376564287938481,0.988930482142508,0.9504951398562824,-0.9889304821425081,0.130180141647237,-0.049543226053772774,-1.0292540755170345,0.28517340407934083,-0.03909247285466203,-1.1121308714815001,-0.8089439109693294,-0.21020274802694094,-0.06106089475208772
89,Gryffindor,1,1.0917481999953276,0.3709007859471969,-0.8909351931412192,-0.37090078594719694,0.495298866836806,-0.7824200591034195,1.5284506173604813,-2.3268668607183387,-1.5243577390809682,-1.2306135227261592,-1.4499525292773354,-0.8329021239093984,1.9323917827447237
91,Gryffindor,0,0.6516693657268936,0.5030619722031593,-0.9188178468814765,-0.5030619722031592,0.8925266338151977,-0.016812435210886895,1.3103487529709017,-1.7765624574341754,-1.036935943721392,-0.9595681456433303,-0.8742204424140069,-0.5119442329919763,1.2746250297142676
92,Ravenclaw,0,-0.6667708969385374,-0.7531829864282164,1.1051014324346262,0.7531829864282166,0.6439248102684031,1.4192675462561224,0.9072691913714637,0.6210859407936612,0.4070532645152492,0.4946288646483015,-0.8295203543724625,1.5660588878062918,-0.04438655871103574
94,Hufflepuff,1,-0.5635469635672747,0.7241694743007409,1.1693435738450082,-0.7241694743007407,0.6108427672132518,-0.393388187759021,-0.9741813718472848,0.08269380996796505,0.16740921772935313,-1.3318545305547005,1.5014041529499964,0.16498586087273923,0.09524821856525861
95,Hufflepuff,0,-0.985423897751681,1.3260859496416701,0.6108489941070441,-1.3260859496416706,0.5354351690728346,-0.26846833106245155,-1.855790124647291,0.1493854195890871,0.49408432151331294,-1.5251310658348745,0.27678084714727635,-0.40964292242600214,-0.4693263864075387
96,Gryffindor,0,-0.5434290740007177,0.9266085274301176,-0.952507966336826,-0.9266085274301177,0.659006329896486,-0.8711168367657429,1.1136181693307292,-1.8985066894471034,-1.573518986456841,-0.5802419155270099,-0.44387933225686155,-0.9033983031932958,2.018013986832825
97,Ravenclaw,0,-0.06209659118657609,-0.9620455016858734,0.5672322858105386,0.9620455016858733,0.547354434585352,1.67137117940052,1.0576591324485622,0.46150642119576113,0.785384478937544,0.7281639160231125,-0.7138016462960852,1.4357281534739823,-0.43413637660311
98,Slytherin,1,-0.8177149433590438,-1.3608763983892886,-1.0783500291350596,1.3608763983892884,-1.643357916552062,-0.8287661275934379,-1.141675975085947,0.6876214181870572,0.6269750969179513,1.124003552450239,-0.8993881890477419,-0.3634630276100402,-1.089857198830983
99,Hufflepuff,1,1.3631002104585308,0.6503230389838572,0.8848698730535123,-0.6503230389838571,0.217507005300172,-0.5866419672045056,-1.0974540398555623,0.1562669383905472,0.5986320397553074,-1.3007843405308073,0.4127561942272424,-0.24817141751941899,-0.5724412988577253
100,Gryffindor,0,-1.02098945252113,1.1840668682789222,-0.9433825056380732,-1.1840668682789222,0.5125696393141278,-0.27425476014215633,1.1735618156898935,-1.6971173560559345,-1.2031531822498653,0.16306604829220642,0.8966622710866956,-0.8713178717549005,1.9045671238295938
101,Hufflepuff,0,-0.8126854709674045,1.0083143583063356,1.1053360107515133,-1.0083143583063356,0.35348393226950503,-0.6278294054980998,-1.0460897363684778,0.3469974524922902,0.35281419998313274,-0.43580810623843963,-1.058610987920045,-0.04464155691394001,0.09739644590797085
102,Ravenclaw,0,1.5419458537183692,-1.3092537957970818,0.8128938047793154,1.3092537957970816,0.24061578537546113,1.5694121704533668,1.2385433751800492,0.1402101523486461,0.271974393560611,-0.3983934386287038,0.2345657347445951,1.3276262003582096,-0.32048492051962063
103,Hufflepuff,1,0.41995438768351406,0.9268263313488841,0.5773089380930738,-0.9268263313488841,0.8942293860312718,-0.5958784392076255,-1.0310502041360579,0.7531287411154471,0.5641733472338029,-0.457988788006082,-0.942051608554739,-0.03513801350130377,-0.752994692185681
104,Ravenclaw,1,0.4813858004671077,-0.6976434794324304,1.1233297394552586,0.6976434794324303,0.8750126110212946,1.3656385043109158,1.309360772743403,1.0429932267242956,0.4977439149252812,1.0666430695377627,0.8952725824490123,1.6510083252967387,-0.32897553335034035
105,Gryffindor,1,-0.120833643760363,0.8979654600652097,-1.5561718765501535,-0.8979654600652098,0.09247634257702828,-0.15810932101946987,0.9100968095917665,-1.2568426544228657,-1.6775606950340276,-0.14986256375700607,-0.50023952348456,-1.1959638746837833,1.2705331681091014
106,Slytherin,1,0.5712576821319947,-1.1062758748971702,-1.673579670709096,1.10627587489717,-2.105290267741264,-0.406408721904281,-1.1639482191293908,0.9093987899957048,0.3715823878078435,1.1353544261254818,1.885351268353703,-0.9528397085388317,-1.60737539534437
108,Hufflepuff,0,0.9924759949317816,0.7147026433663177,0.7758765275717957,-0.7147026433663177,0.18077620749629114,-0.9248471117689315,-0.54292698637701,0.4391433467317119,0.6879365318507518,0.2744637096838477,0.5215893299571113,-0.18507876475329257,-0.2786456356067969
109,Slytherin,0,0.9399060335048857,-0.7427900555799607,-2.060712156688693,0.7427900555799607,-2.4823282584433506,-0.03604397788220658,-0.6754506058229747,0.5332596275381384,0.5338418848779072,1.9335589675718554,0.2565075808661566,-1.3695212839734032,-1.3795610004767453
111,Ravenclaw,1,1.8707775486574494,-1.2122090675534885,0.3829838379791618,1.2122090675534885,0.4301077819928324,2.7120219625897466,1.1930783029667205,0.7596337412146908,0.8809271803593272,0.14917729086424553,1.3684329664953898,1.4634060576192356,-1.3370056397830175
113,Ravenclaw,0,0.8162049625390918,-1.1180418803069716,0.7687909414890001,1.1180418803069714,0.4215940209124627,1.6681845829602295,1.0330523803947016,-0.3490604190712691,0.06307527515573155,-1.1629167989602271,-0.5429536674372631,1.2341845493681998,-0.00745750772441138
115,Gryffindor,1,-0.9996740695279922,0.9848160515658826,-1.0816100517435154,-0.9848160515658827,0.5395704244547286,-0.7633652005675892,0.65027272097714,-1.8495127131376035,-1.5362717356966498,-0.8846328750046571,0.3140988145261797,-1.0264210697397764,1.811272679231806
116,Ravenclaw,1,-0.3323109828945275,-1.2712500310736163,0.7835665892355876,1.2712500310736161,0.029474510582292536,1.598963795408607,0.7038751973327676,0.032824028768162136,-0.007566899189069237,-0.6884453964799596,0.9849362941540505,1.2917928134831047,-0.0006036395357580881
118,Hufflepuff,0,-1.143193656703698,1.2815884445398908,0.5001934564196805,-1.2815884445398908,0.616194274178056,-0.5394578864353238,-0.7683777683736863,0.9131781275498373,0.33447235286398763,0.8502991025121456,1.1372914464577388,-0.10984105219865056,-0.15179792584664675
119,Hufflepuff,0,0.2570952816685289,0.6830336144461058,0.44813414438743376,-0.6830336144461058,1.1961030289095234,-0.8260400598625096,-0.9420769688325527,0.47299099970155695,0.7919094156288673,-0.5435644387847146,0.3948065936123623,0.11915634807390385,-0.7207712820449976
120,Ravenclaw,0,0.3813352246762841,-1.2508886230600333,0.47091279483527043,1.2508886230600333,0.4451893016209157,1.7093777429197736,1.8238954542373889,0.27896382577032386,0.26533552092142654,0.9784643634277825,1.0634328175517958,1.5156891976361584,0.01433165532309831
122,Ravenclaw,1,-1.432927191264916,-0.9266319518967725,1.0119217065594879,0.9266319518967725,0.40262049621906726,1.5362824830492534,0.29689959506722646,0.3322837140568865,0.37062352688737343,-0.38958599864029725,0.12771342023202525,1.468216984731044,-0.10423003468659044
123,Hufflepuff,1,2.48796566071718,0.006460928224306274,0.5516983010126727,-0.006460928224306267,0.4230535228119547,-1.1229372026505693,-0.7188640332809693,-0.09704003059801303,1.1148514093424509,-1.0738596464409516,-2.320212106150726,-0.1064828453331792,-0.8602014662410337
125,Slytherin,0,-0.0066526455358863045,-1.0990819144206991,-1.000532800855191,1.099081914420699,-2.183860119997247,-0.83463536371983,-1.1407343516656532,0.3025243391001364,0.731754924588064,1.0252940686483325,1.7264555922905411,-0.8071524584623049,-0.9334457889735075
126,Hufflepuff,1,-0.2836328751040191,0.6066400865551335,0.7744612485896354,-0.6066400865551335,0.12190963088344924,-0.2517313452927024,-0.15101969224822806,0.29231780749593395,-0.054093569284221744,0.1691198043146771,-0.6470865589325369,0.0481118436852798,0.33298537782541093
129,Hufflepuff,0,-0.41326153853138775,1.1721436329843233,1.3283069824822291,-1.1721436329843236,0.17153269546617553,-0.1483222596851029,-1.6600358352389055,-0.03391507735605373,0.14934543256070643,-2.1420041274681902,0.43181093588630043,-0.2795658737749316,-0.05021746149839748
